Usuario,Seguidores,Seguidos,nroTweets,nroReTweets
MherreraFFA,98,161,0,5
jonhz,1899,951,0,1
ConsEspQuito,3040,166,0,2
Asocarbonocol,198,120,0,1
vicfanjul,547,473,0,1
opsoms,114958,3188,2,0
CristianCobley,958,4172,0,1
SomosSANNAS,2324,672,1,0
UCAM_Cartagena,1589,1792,1,1
BELA19711945,142,310,0,1
jano88703942,111,119,0,1
ExcelenciaCIP,388,139,0,1
janaveros,1743,3244,0,1
Aidaespanol,14162,4703,0,1
juvear,77,78,0,1
RobertBonilla17,43,117,0,2
azd21,630,322,0,1
manolomata,7786,872,0,1
alberto_peredo,1447,2093,0,1
jmalabert,1250,976,0,1
Txelleta1,186,723,0,1
zaragozapsoe,4035,629,0,1
DIF_NMX,32623,520,0,1
permapreta,11,61,0,1
MatthijsvBonzel,4866,3806,0,2
Leire_deGuevara,230,675,0,2
mherrera68,1268,601,0,1
Proyecto_Brisa,192,211,1,0
SaskyaLugo,237,555,0,1
RossBec2,10,4,0,1
rosabelmiro,1685,1099,0,1
balkees51046223,182,389,0,1
judyMEANA,122273,5894,0,1
magcarpin,21,67,0,1
GIGAPP,8211,3581,0,1
stonesoupchat,956,1024,0,2
MarHotelsGroup,33,83,0,1
luk_jai,202,2298,0,1
JJ_Guz,581,4999,0,1
CruzRojaMadrid,12814,1294,6,0
fundacionBalia,3753,1708,0,1
DacilAcevedo,1258,686,0,3
BlasNavAra,493,69,0,1
Flowerfull_gt,12,36,2,0
flooopz,637,473,0,1
Arturolarena,8865,3371,0,1
BBVAMomentum,5874,1426,1,0
GonzaQuilodran,7838,3697,0,2
IncapacidadP,20,102,0,1
mnlgarbe,576,933,0,1
el_BID,395853,380,1,0
IsabelPM79,154,248,0,1
ConsejoNL,1797,88,0,1
edimig,136,325,0,1
anapiccola,4473,2810,1,0
manuelgil_uso,314,248,0,1
PASOverdeAC,4,14,1,0
CesarMayen5,46,60,0,1
javieragaraya,37,143,0,1
RafaelFreyre,4057,3940,1,0
naranjamed7,814,817,0,1
pilargomezh,635,451,0,2
CEPES2,4553,1140,2,0
PatriLedesma5,96,201,0,3
andres_acelis,127,702,0,1
Mayte19801,139,306,0,1
divulgacionib,5648,1544,0,3
FronteraEnergy,84489,83,4,0
Palatinoalvarez,3,19,0,1
bizancio2010,366,217,0,1
wpeberg,62,400,0,1
VolCorporativo,2237,1059,2,0
BambiCanulelgio,181,201,0,1
MiEstrellaDeMar,1328,1310,0,1
adriana_cdv,316,505,1,2
ZoiloRiosSA,1074,1500,0,1
EFIAP_Murcia,1086,351,0,1
Lucia_LG_,313,1047,0,1
Ponyllop,25,61,0,2
FerreroAle,1385,921,0,1
pepenbici,501,1075,0,1
PilarGu20720585,12,42,0,1
FrayPedroUrbina,335,482,0,1
jcepedamatias,1367,785,1,0
RMauricioValdes,447,201,0,5
lililucaivan,81,189,0,6
decedario,253,848,0,2
andreita28_1997,390,322,0,1
MargaritaDucci,1569,350,0,3
Gloriagguty,396,1365,0,1
PNUDPanama,8353,1112,1,0
INNOLID,7553,695,1,0
SimarroEugenia,129,367,0,3
AlbertoUria,301,141,0,1
CaritasRMurcia,2450,379,1,0
_Contrainfo,15976,1056,0,1
LupitaGlezSi,2004,731,0,1
IsmaLugones,390,718,0,1
CandidoDomingo,233,127,0,1
FonsecaAuro,97,178,0,1
acciones_unidas,96,416,0,2
Gizatea,974,588,1,0
InjuveSpain,27345,811,23,5
yerdna14,78,451,0,1
tatsrios,1526,1556,1,0
Guerraitanhaem,3687,5001,0,1
UCAM_Derecho,2539,3041,0,1
sdsn_TReNDS,465,524,0,1
isabelsg89,716,1316,1,11
pat_hris,82,578,0,1
pedcru,194,355,0,2
chelincastro,78,215,0,1
CmtrujilloDiese,282,556,0,1
de_membrillo,328,204,0,1
yesglezp,2835,1941,1,0
13gaudy,258,258,0,1
IpfGisela,253,285,1,1
lifefluvial,433,288,0,1
ele_bege,232,302,0,1
altagracialfaro,519,675,1,0
REDestatalAPS,761,138,0,1
GiselleGHipola,861,1006,1,0
arodrigofalcon,1031,1039,1,0
LetrasUM,502,59,0,2
ViviTaPallo,371,289,0,1
FaculEDUAM,1810,1073,0,1
Geo35818244,10,15,0,1
ignacioorjales,61,242,0,1
AdsDulantoScott,2713,3386,0,19
MLaporta_,326,319,1,0
juserranog,177,384,0,1
dcoa1,7,87,1,0
vigu,588,411,0,1
INAFED_Mx,4825,406,2,0
IbanAskasibar,119,203,0,1
comunidad2030,5,7,1,0
CogEspLyon,152,74,0,1
unavarro,29,36,0,1
agronomoscentro,2886,1507,2,1
JBerdegueFAO,4731,4774,0,3
Funda_Roy,2775,2824,0,1
InnovaCiudadana,8241,1277,1,1
SearaMonica,2256,2885,0,1
marisa_nnz,123,265,0,1
TPolOrianga,75,143,0,1
rhbellette,87,340,0,1
jcrisen,1438,2626,0,5
ASEnergia,292,324,0,1
diegojuanleon,42,93,0,1
Bethdenadal,151,437,0,1
chrisRive97,105,401,4,2
pX5PBvSz5rsP2X1,119,105,0,1
UNESCOgt,2552,274,1,0
EdisonM2013,301,643,0,1
AEDTSS,4468,248,0,1
OscarOsma10,51,96,0,1
FAquae,21748,1239,2,0
gonchite,27,133,0,1
ramonjmestre,60957,873,2,0
manuel_beitia,217,352,0,8
HumanosMetepec,10,23,0,1
EuskalValley,3211,918,1,0
fermonsalvete,1832,1156,1,0
Alcossebre,974,2152,0,1
navarro_alb,1268,375,2,2
teremoreno_,658,1263,0,1
ONUecuador,8109,862,0,1
AdmonUniandes,11505,3986,2,1
victorditella,1374,5003,0,1
aqualia,4235,442,1,4
bsergar,47,135,0,1
EntornoLM,280,504,0,4
FundacionCanal,79051,892,1,0
alecontrerascl,1991,2000,0,1
Senado_PRI,24428,295,1,0
eldyuhs,5,77,0,1
jaranzabalh,1301,358,1,0
bvillasc,386,847,1,0
Vicka_Tapia,1108,2366,0,1
RoCarnero,903,1308,0,2
LaCasaEncendida,389879,8161,2,4
dudasluisjoyfe,260,69,1,1
Fac_CienciasUCO,1847,239,0,1
mohammedkebaili,41,223,0,1
OITAmericas,18410,238,1,0
plfactory,14,59,0,3
JordiFerrerTwit,928,678,0,1
Noelia94s,127,533,0,1
Antalis_Iberia,1423,613,0,1
Jcgaryon,571,1227,0,2
conrado_escobar,5412,2370,0,2
CruzRojaMostole,1721,770,1,0
SorayaFlorezE,269,622,0,1
_Marco_Antonioc,522,113,0,1
fatimavazq1,7,8,0,1
MedAmbienteSIG,579,1242,0,1
hectorvillanova,680,264,0,1
LDAC_eu,1717,1147,0,1
Gio_Montagner,180,455,1,0
DOrtizLlargues,552,226,1,1
vanesamas,101,519,0,1
AlmaIGS,101,847,0,1
ticofuentes,1161,1472,0,1
kujunior,86,309,0,1
WIEGOGLOBAL,7816,1393,3,0
MariaIsabelCal7,40,45,0,1
Rosbalas,702,589,0,1
nicanorflorezv,434,1729,0,1
lalorafranco,193,1451,0,1
coloratto67,554,2215,0,1
informaticaumu,1794,211,0,1
Magnik_Aitor,148,334,0,1
YoSoyExpansion,541,494,0,1
schallierw,1203,3811,0,11
DianaChavezPM,374,507,0,1
EmbEspanaLituan,1793,74,2,1
Sandomendi,2164,582,1,1
SabinaGata,1413,957,0,1
JMarcialRodri,2194,1382,0,1
EmiliaSPB,2438,3215,0,1
calderonramirez,575,1675,0,2
ligonzalezm,91,315,0,1
salvadospuncero,590,290,0,1
linamariaarango,434,296,0,1
Paula31770119,12,57,0,1
ernestobruzera,55,302,2,0
deVillavicencio,114483,23283,0,2
IPascualMadoz,694,2641,0,2
ClarisaAdem,295,561,0,1
normanwray,21037,3102,1,0
MichaelValarez6,250,332,0,2
antonibosch1,675,4429,0,1
OrelvisPortal,9,23,0,1
IlaMilkEs,3445,2841,0,1
SanchezLJacobo,3779,3356,0,1
Enriquelopezsv,60,271,0,1
MAWalle,1396,2442,0,1
Dr_cristiang,652,867,1,1
UyuliTania,135,255,0,1
SANDaliasonora,532,870,2,4
arceliamaya,165,140,0,1
PABLO87307759,6,20,0,1
VolyEstrategia,904,494,8,5
ImpactHubCcs,14514,3853,0,3
gesiuris,3509,1932,0,1
AStasi18,297,806,0,2
diegorojas2308,21,93,0,1
SDG2AdvocacyHub,2357,867,1,0
ConsulCubaSP,3065,340,0,1
infocaribstip,346,789,0,1
edgartullo,113,159,0,1
SillaGonzalo,64,59,0,13
JairBustamanteM,237,1396,0,1
eduarsanchezh,1441,4982,0,1
UNICEF_EDU,2371,372,0,1
AdrianaAMartin3,157,225,0,1
robert_camps,18,84,0,1
OscarCubaMinjus,4712,800,0,1
dvidal,1112,845,0,1
soylaquiles,1586,822,0,1
planb_group,1623,1326,1,0
Pilar_Balbuena,669,629,0,1
NohelisRuizA,4218,3970,0,3
nicolaskersting,125,203,0,1
Rober_Tenancing,323,1055,0,1
RocioVergaraCh,494,1331,0,1
Ingenio_CsicUpv,1970,594,0,2
AFOTUR,1311,1835,0,1
aqua_vall,1386,500,3,1
Rafflesialex,31,122,1,0
EmilioP17720240,123,476,0,1
IFLA,24848,365,1,0
MisionMexOI,8367,2677,1,0
plemonche,2425,1151,2,1
Fundacion_BT,183,59,1,0
quimidicesnews,1814,1684,0,1
PGimenezDC,4940,812,0,1
fdejesusplata,119,118,1,0
s_diegodaniel,145,579,0,1
BienComunOK,2380,1238,0,1
Adrian_R_S,86,154,0,1
UNODCColombia,2774,465,4,0
Felouo,128,656,0,2
Academica_UTVCO,297,168,0,1
hmlizama,184,577,0,1
UnionEspazocoop,702,395,0,1
rainiero38,863,1363,0,1
kpvalarezo,1073,872,1,1
Roberto68123,11,55,0,3
AMBIENTALABOG,834,546,0,6
Mmuniente,16921,16582,0,1
JonathanPineros,1744,3358,0,1
ideyared,692,707,0,2
ASDEEx,2213,332,0,2
robyburad,41,23,0,1
RodrigoBayardo1,25,66,0,1
LeonMolina,1367,1735,0,4
priscomgc,508,1293,0,2
JoseManuSand,672,1360,0,1
cleoperez3,39,18,0,1
siscoweb,93,225,0,1
atoconprisas,596,574,0,1
CAREenPeru,33259,843,2,0
dianova_es,2043,1287,1,0
SogobaSouleyman,789,2574,0,2
antonio_sagbini,336,296,0,1
inspiractionorg,15271,6187,1,0
WenPTY,984,1261,0,1
GreenDBug,1913,1799,0,1
RoberthGrande,139,345,0,1
ctoledotorre,69,58,1,0
educacircular,219,258,0,1
VivirenEspana,2880,800,1,0
rodrilastreto,768,948,0,23
JLfundacion,489,361,1,0
Veromarto,1800,2987,0,1
BeatrizAldama1,46,90,0,1
PriTeseira,1060,1223,0,1
Isabelssouza,615,1170,5,19
movillegasc2,324,450,0,1
ThanosSv,617,267,0,3
flOOr_RC,609,1539,0,1
EP_Social,12769,580,1,0
fiori1970,75,501,0,1
RicardoDuenasEC,2752,74,0,2
Pinzon0311,258,299,0,1
Candela300,1150,1026,0,3
Gompletw,34,258,0,1
LucasLacci,781,760,0,3
inmahidalgotic,775,1390,0,1
hubilab,3187,2072,2,0
bydcanarias,215,246,0,1
Red_Creactiva,3812,2609,1,7
Crleganes,1432,1912,1,1
nelsonqm,344,1459,0,1
activismo,1025,2285,0,1
jimenezroy,1580,4110,2,0
BIDInvest,13325,1421,2,0
ANDORRA_Spain,372,164,0,1
joseto_romero,153,202,0,1
veronica_reyna,67,204,0,1
CarmenCulebras,282,912,2,2
PabloMartnezRo2,2,52,0,2
marinu77,1605,3705,0,1
alfportillo,112,634,0,2
ZubiLabs,327,195,0,2
bustalter,3577,538,0,1
BAlimentosMX,1862,1735,2,0
LeoLopezCan,188,111,0,2
tetelorenzo,54,179,0,5
Betosalinasm,110,427,0,1
matejcre,228,43,0,16
Linda201025,72,524,0,1
Felipeuds_esp,26,21,0,1
miadec,62,546,0,1
rodriguezluz_,7530,1353,1,5
lizaniascencio,149,230,0,1
forero_camacho,125,129,0,1
BARBARA28220561,3,35,0,1
AspaceNavarra,641,266,0,1
RodrigoCa1202,332,435,0,1
perufe10,26,51,0,1
dmcubas,4,74,0,1
avpgomez,1394,2799,2,0
imDaniel_RT,16,78,1,2
rabelistas,224,287,0,1
yuliocesar_hl,108,368,0,1
MaiteTocino,56,63,0,16
himatia72,30,23,0,1
monssonica,1572,1650,0,1
Yola_rios10,9,41,0,1
MisionGinebra,1813,591,0,1
Yllaona2,20,84,0,1
lamariadelocean,1371,2926,0,2
Auroraalvarezv2,17,45,0,1
UNIREDasoc,1439,2235,1,0
HoraAmerica,3306,1597,0,5
MaraPardoPardo,44,348,0,1
erlaniux,2346,2011,0,1
jarebcito,60,1036,0,1
BeatrizVemart,366,1185,0,1
maria16800382,36,86,0,1
Rodri_Martin,1783,2333,0,1
ProyectosAmbing,400,2209,1,5
Silvia_FdezA,776,768,0,1
jhonathan211086,127,679,0,1
ProyectoCuenca,158,349,0,1
BrendaFlorGil,1090,764,0,1
LdeOrtuzar,377,936,0,1
Sonyliz17,53,403,0,1
josenorman,1221,878,0,1
DisruptivoTV,24997,14013,1,0
ElxSocial,244,94,0,1
danielrsanchez_,2119,1296,0,1
FTorrandell,7,14,0,1
calevais,570,463,0,1
ALIADASenCADENA,10985,7657,1,1
Alejand34905976,65,272,0,1
INEAPatzcuaro,212,228,0,1
Jorge_barrero_f,2352,879,1,8
noragiac,221,228,0,1
ditrujil,112,357,0,1
rpirotte,239,220,0,1
msolismarti,123,152,0,1
feducasse,1083,747,1,0
ONUParaguay,7253,982,0,2
chestoandrade,162,388,0,1
monicaberrocalh,9,81,0,1
ActuaBierzo,245,215,1,0
txescu,2641,2970,0,1
hcost,866,1392,0,1
martarroldan,168,360,0,6
Lou_MPerez,2116,1795,0,1
licdgs,115,492,0,1
AMN_Noticias,170,54,1,0
suvirma3,9,75,0,1
a_mendozam,504,1825,1,1
Paip_Paip,365,427,0,1
FundacionAG,417,735,0,4
andrvida93,55,341,0,1
EmbEspBucarest,2027,228,1,2
agorathauma,3637,896,0,3
brown_ingrid,57,184,0,1
RaquelPozas,56,167,0,1
pattualeja,173,209,0,1
RedInvestChile,7829,1035,0,1
LetsDoItSV,734,208,0,1
GeotermiaA,53,235,2,0
da1dab,665,263,0,2
CFForeroBonell,468,470,0,1
oriolllop,3914,2160,0,2
barbarellany,3399,506,0,1
VoluntariosUAH,4413,540,1,6
pr3ssh,2120,353,0,1
Group_381,1863,792,0,1
javierfritz,185,676,0,2
osvidsan,578,865,0,1
solomonika_,37,194,0,1
10JLlopis,1115,333,0,1
Auroramex1,82,724,0,1
fdlgnoticias,186,382,0,1
flowerpinto,395,1214,0,1
d_m_z88,41,109,0,1
ferrari_ramon,383,663,0,1
Biblio2IFTS13,401,534,0,8
ariasferoficial,6093,4353,0,1
fodde_mariela,274,266,0,1
ProsumidorSoc,1844,1496,2,0
UCAM_Enfermeria,921,242,0,1
claritopya,29,218,0,1
Yerburu,1128,567,1,0
centro8marzo,662,866,1,0
rosarodritecno,19,21,0,1
trampolinsolid,383,564,7,0
FannySimbron,466,37,0,2
SaludEnElGancho,386,123,0,1
expo92_sevilla,1300,2754,0,1
fundacionICAI,412,248,0,1
Garbochic,2318,1093,0,1
AcobeFundacion,236,814,4,0
andres4esteban,824,609,0,1
Cristianguete79,157,942,1,0
CatedraRSC_UAH,998,527,3,1
TheMarcozOne,148,116,0,1
FUNDAHRSE_,991,655,1,1
MediapostSpain,2023,1311,2,0
CinthyaZrate1,33,459,0,1
danielyuquilema,243,407,0,1
CurraHortelana,216,349,0,1
codes_rocio,250,257,0,4
CLANDEBICHOS,597,613,0,1
Deadpool_Sv,898,443,0,3
manuel_ferre09,361,401,0,1
ejimenezcaro,473,550,0,1
bit_nik,504,1508,0,1
FranRosCl,581,784,0,1
Manu_wie,1201,973,0,1
PeterSharpV,306,348,0,1
emprenemjunts,10646,1068,3,1
ComisionOds,164,599,2,9
davidnabarro,12879,2143,0,1
HuileMoringa,1312,351,0,28
perezlainez,100,301,0,2
PinedoEstibaliz,4,11,0,1
marini1883,905,2033,0,1
AnthonyScoutE,50,203,0,1
ReservaSMA,1187,506,0,2
UmuODSesiones,352,232,9,1
PNUDBolivia,9423,1222,2,1
RadioZP12Pilar,5267,441,1,0
OficinaVerdeUZ,1298,1065,12,5
DarioMedinaM,886,2370,0,1
WORLDLOVERS_,9,7,0,1
ATUspain,4265,3206,2,2
juanll,55,358,0,1
rubendmarquez,291,375,7,0
alexgonzalez_1,142,263,0,2
mcger59,277,865,0,1
FundacionDerDis,1403,1008,0,6
CoffeAmable_USB,289,286,0,2
diegoalsan,2107,3067,0,1
FVarazdin,123,654,2,2
patilo21,9,148,0,1
labolivar_,2111,268,0,1
USOAsturias,139,38,0,1
GarberiPenal,1191,1455,0,1
SarahSoulCom,1038,874,0,1
ptl2016cl,431,303,0,2
UcrosAndres,2959,3069,0,1
garfer76,87,136,0,1
EmbaMexVN,668,454,0,1
ReligionDigit,15361,610,1,0
Saulo_Rosario,987,561,0,2
NoeliaMunozUCAV,555,916,1,0
NoruegaEnChile,1430,1062,1,0
nelzalez,91,269,0,1
FigueredoPepe,1,9,0,1
esthergayosodel,346,427,2,0
Macevedoruiz,221,209,0,1
ArmandoSosaGar4,1,6,0,1
3500M,10368,552,0,2
OAZCONA,278,69,0,2
mic_albarello,882,618,0,2
M_maitegil,252,417,0,1
UNICEFGalicia,1355,1096,5,0
MOuniovi,66,46,0,1
UnnimediosOax,1314,474,1,0
diazsobac,570,255,0,1
GrupoInclam,681,391,3,0
Marck20500,686,721,0,1
FabianVRobinson,281,243,0,1
elena_ortiz,102,110,0,1
BegoCal,749,1589,0,1
LucasCarAmp,232,249,0,1
RieraULL,360,303,0,1
Carmen_Cas3,101,160,0,1
Redsurgircol,22,128,1,0
li_cuellar,72,70,0,1
ONUGuatemala,25369,547,6,1
TBahjet,171,324,0,1
Jikara,222,612,0,1
aale_bast,52,272,0,1
ERIKAOSORIOG,177,319,0,1
IESCandavera,95,246,0,1
EspeAlcain,756,1057,0,1
FIDEGOC,345,362,2,0
nico_delvalle,792,935,0,1
miguellev,189,398,0,1
CONED_SV,481,155,1,0
pamelavelasco_m,931,905,0,4
samuelazout,45680,1138,0,1
camachojaime,693,1569,0,1
jfmunozlo,43,155,0,1
eventosynetwork,2735,3836,1,1
AlvarezUned,1701,1709,0,1
DGobAndalucia,7271,347,0,1
noecg2010,69,163,0,1
Atayeshe,16978,915,0,1
laura_tamia,435,793,0,1
JohannaCespede6,19,115,0,1
elisabeleta,918,1524,0,1
marcosgonzalezm,13796,8863,0,6
CeciliaMenaC,89,105,0,1
palapemar,542,545,2,2
diegobriceno77,29,30,0,1
FundacionAydha,142,345,1,0
SantanderMx,233633,76,2,0
Ods_lab,12,32,2,3
Guti612014,159,239,0,1
NadiaCalvino,21307,452,2,2
DePacotilla,13336,6637,0,16
gordonliliana,119,334,0,4
Virginiagalvin,1942,2675,2,0
NegociosUDEM,447,71,0,2
JaviMestre,480,925,0,1
isa_munt,129,374,0,1
annabx,171,472,1,0
IngridAstiz,1855,1476,0,1
Pedagogiaparael,4339,121,0,1
domingoparababi,543,1238,0,3
Cinthia_s,921,732,0,1
rafa_atienza,325,689,0,1
AvanzamosCROC,2251,3653,1,0
gatoviz,27,205,0,1
jonathantm_m,207,239,0,1
sic4change,447,1148,2,1
FPilares,5475,1384,0,1
HistoriadeMoral,1248,1102,1,0
_CelesteSantin,59,465,0,1
SilBia05,1583,932,0,1
Isabelma_Gil,46,254,0,2
ToledoCsar1,86,146,0,1
cforero650,169,708,0,1
karlapalma75,70,422,0,1
decelera_com,1814,1358,2,0
peruenlanoticia,55948,14182,0,3
jabierconde,302,559,0,1
marusoula,113,94,0,1
LuzA_MorenoG,32,322,0,1
unsocial500,2187,1529,0,1
Fundacion_BAN,1978,4287,0,1
OYRSA_es,996,1091,1,0
GoriouxGroupeES,154,197,3,0
Miriamjemio,3246,1586,1,0
Victori2871,2,72,0,1
AngelCelorrio,498,437,1,0
palomapu,443,695,0,5
CortesBall,184,1587,0,2
normasa44069427,128,127,0,1
Carmen_GAIA,1045,1048,0,1
Saludable3_0,93,143,0,1
victorcpascual,286,859,0,1
martamontojo,914,877,0,1
octavioddhh,293,179,0,2
PSEGIPUZKOA,2296,435,0,1
OnusidaLatina,12312,1711,0,1
jcortecero,1859,1967,1,0
Innuba_es,1341,1527,0,1
gonzalez_zapata,346,262,0,1
AubreyGuillen,604,259,0,1
GeoInnovaASL,5430,3042,1,0
DPOfernandovaz,94,88,0,1
MelbaGarcia15,110,208,0,1
FOMLorca,1135,1322,0,1
siemprePorCuba,1313,1908,0,1
MApuertaspartal,94,194,0,2
Solano,65979,2952,1,0
RdeRuido,2885,2718,0,1
AnaV_Serrano,901,1254,0,2
joserodmon,356,1148,0,1
EduardPalleja,647,917,1,0
Palm1990G,100,149,0,1
biotechIT,5571,945,0,1
martacostatoms,32,307,0,1
vivinanapr,404,413,0,1
EReygarcia,266,442,0,1
jorgemillanastr,604,697,0,1
ullsglaucs,410,1162,0,2
RedPolitologas,11997,2413,0,1
msolefe,612,535,0,1
OlimacGamba,338,405,0,3
Juana_EM,85,373,0,1
SocialOpenLAB,187,295,0,2
AytoVillamanriq,981,260,1,0
DULCEPOTTERCITA,403,1249,0,1
mosalymatus,205,335,0,2
MAITETT1,4,15,1,0
FIUSO_Asturias,237,241,0,1
Riba_licita,193,124,1,3
UNFPA_RD,4119,1472,1,0
AndreaniOk,3801,3962,1,0
GarcPalomar,2476,4973,0,1
RobertoYalo,478,215,0,1
mangeleswebsoc,116,255,0,1
verde_esmeralda,778,923,0,3
DiegoAroca6,64,83,0,1
rtoril,124,180,6,0
Juanjo_mlozano,972,1037,1,0
victorfrancos,1733,1310,0,3
CEPdeLaredo,1186,2830,0,2
TuOrientadora,290,501,0,2
pozo_lau,1427,3335,0,10
isidroaguillo,5352,4915,0,2
ReconciliaCol,16123,4969,3,0
DavidMeAnQubo,18,79,0,1
aperezabaleta,199,170,0,1
CEDEINgro,157,336,0,1
RevistaRETEMA,11304,10648,2,0
Ignacio_Ramos,1129,1681,1,0
SocialabUy,3433,871,9,0
UEenColombia,24111,374,1,0
chao_anette,1,23,0,1
felicitamina,16,54,0,1
hildyta,3835,4000,0,1
drubiniski,375,276,0,1
uniandesac,2164,4889,0,1
cientifica_sur,5002,1166,2,0
AmparoGalbis1,116,54,1,0
victor1_flores,488,1154,0,1
JP_SuarezChacon,1074,830,0,4
carlitos_peral,48,219,0,8
AnaMartosV,42,105,0,1
ErickSalaspe,366,1039,0,1
soymarianegro,2335,2716,0,7
lizet_hmendoza,1340,1123,0,2
ARCADIASALINAS,792,679,0,1
CiberXcmb,33,137,0,1
CesrNunez,2708,366,0,1
helenaancos,5828,1699,0,1
manel_canseco,638,492,0,2
ESufragista,13,57,0,1
Emakumeok_ODS,85,600,0,2
NancyCarolina04,168,247,1,0
evaconesa,446,898,0,1
carloslobosvega,133,140,1,0
pilitacobe,97,428,0,1
beatrizmcwebsoc,140,255,1,0
FestivalMueca,2121,2555,0,1
TGWdigital,45048,591,0,1
_xavy_,1341,1254,0,1
cmillan73,311,377,0,1
Carolin81874706,2,12,0,1
_CEPAZ,8191,1482,27,1
MauricioBFoto,17,35,0,1
FVeterinariaUZ,1012,184,0,1
ONCE_oficial,48656,805,4,0
Javilluercas,1935,2531,1,0
gcaballeroo,256,1008,0,1
Magnafuente,217,400,0,2
jloyoh,2424,2180,0,1
getchandy,727,2600,0,1
GustavoGerman,2852,1827,0,2
montecoral,63,152,0,1
pedrochanav,36,103,0,2
AnaMari98693933,164,475,0,8
yosoynaturaleza,1645,1645,0,1
adriana_arroya,94,571,0,1
marianarene,176,261,0,1
CarlosMtBz,304,315,0,1
joseegol,66,109,0,1
MCabeza_,30,38,0,3
iguardans,26910,772,0,1
hijadelaluna1,699,604,0,1
AngieMendozaI,2256,2243,0,1
Bibiana81247509,22,308,0,1
UProfesionalGal,31,38,0,1
henry_bike,114,86,0,1
almugonde,28,102,0,1
edesi_ibero,38,85,0,2
yolandaelle,1560,1187,0,2
ArmandoTobar5,296,259,1,0
ReyesShiooo,23,120,0,1
gemagarcicollar,261,422,0,4
CRE_Villalba,915,421,19,0
scouts_edm,4327,534,2,0
COCantabria,3806,1989,0,1
LornaJulio,711,943,0,1
DGS_UNLP,235,304,1,0
DiMoVill,778,1202,1,0
_RedCultural,1043,1266,0,1
Kandemarrero,418,1673,0,3
cache_r1,184,523,0,1
GabyCostaGarcia,298,772,1,1
AburtoCCM,113,200,0,4
empresauler,34,36,0,1
ecivisasoc,283,510,0,1
UECoE3,729,185,4,0
sonia_montecino,531,195,0,1
BegoHB25,411,370,1,2
on_neumologia,2247,685,0,1
aguastuertas,1174,2752,0,1
CruzRojaBizkaia,6360,849,0,1
PalomaGarciaMar,189,735,0,2
madresfera,41372,7171,0,1
APGI_2017,164,231,0,1
SomosSocialist1,1570,4495,0,1
AlissonMillet,1301,1964,0,1
COVRI_org,3670,594,2,1
mariapazmarques,3330,4101,1,2
AlejandraMerXan,8,20,0,2
FlorBasCba,181,163,0,1
komaur,4487,1176,0,1
porCausaorg,9258,2460,0,1
infoCEPEI,2961,1021,10,9
Jorge_Yepes,1979,1898,0,1
mariaeromanom,361,1626,0,1
UniElectrica,835,612,0,1
confianzaonline,1816,1203,0,4
JaimeArturo,188,52,0,1
JessicaFaieta,5444,1166,0,3
RibeiroLopesG,68,320,0,2
CECUbogota,1066,2174,0,3
weronice,32,62,0,1
JavierArgolo,358,1314,0,4
Felixzufre,1011,1843,0,1
mariaccsaez,56,108,0,3
Veronic71447088,8,32,0,1
AdrySernaM,570,336,0,2
BegondinaDina,125,246,0,1
JACKICED,7453,5107,0,1
EduardoRE19,2074,4637,0,1
CreSuecia,82,46,0,1
DKVIntegralia,1893,645,1,0
serveisccoopv,677,192,0,1
carocharbel,12372,1786,0,1
todos_cuentan,303,1998,0,2
JeanRuizRojas19,150,719,0,1
SoyMarcaPoder,9646,3960,0,1
armagazinepty,614,678,0,1
alexandraln,1096,794,0,1
miriadax,51678,592,0,1
CESA_edu,15739,1477,1,0
navapefco,697,2358,0,1
Caminomoya,2233,2061,1,1
martin_guevara,229,1455,0,1
3D3Comunicacion,781,593,1,1
AuroraRzRs,527,1492,0,1
MarceloLorenzu1,152,558,0,1
sofialarranaga,810,1039,0,2
cpseveroochoa,490,90,0,1
Cerlalc,6250,3721,0,8
arandajosefina,597,863,0,1
desenchopizarte,8,7,0,1
jesus_fol,1505,60,0,1
CoralAvilaCasco,575,660,0,1
YoDigoNOFuenla,116,1000,0,3
anaherreroher,721,399,0,1
usocprosegursis,148,222,0,1
PedroTort,43,96,0,1
MedranoAbdeneve,135,775,0,1
SilviaOlmedoM1,6,16,0,1
CCOOAM,1358,938,1,0
rituchis,40,91,0,2
CarlosVilla_70,409,29,1,1
dotec_colombia,1743,134,0,1
JuliaGalanM,7,19,0,1
desdevic,8025,1847,0,1
freire_molina,877,375,0,3
JoanDBaena,2051,3941,1,5
Fash_RevChile,1074,265,1,0
CicloDespierta,18,56,3,0
BarbaraCarrizo,154,74,1,0
BarahonaProl,811,487,0,1
CONGDRMurcia,2001,975,2,12
alexandra3320,150,1184,0,1
didicantero,22,168,0,1
TiscarOrtega,159,523,0,1
pcongressosp,1136,557,0,1
ComcoCompany,448,1065,0,1
Elena_Millas123,25,171,0,1
LideraCambio,908,2379,4,0
laliniciativa,993,579,0,1
VerlekIng,3,48,0,1
alfredvernis,2390,1358,0,1
IGADI_info,1288,1128,0,1
bifzag,2260,2618,2,9
normapena03,4,65,0,1
CarlosMataix1,1306,740,0,6
Whitewgrand,100,226,0,1
eapf7601,30,109,0,1
JimenaSanchezAr,74,299,0,1
efcastillo,1981,431,2,2
WilmarZapa1,345,1568,0,1
leyg90,76,413,1,1
ConnectingMrkts,100,519,17,0
MMancisidor1970,1119,1163,0,1
